# list of object assets to load in this scene
[ASSETS]
Sprites/Map_1-1/mario.txt
Sprites/Map_1-1/coin.txt
Sprites/Map_1-1/ground.txt
Sprites/Map_1-1/brick.txt
Sprites/Map_1-1/background_tile.txt
Sprites/Map_1-1/pipe.txt
Sprites/Map_1-1/questionbrick.txt
Sprites/Map_1-1/mushroom.txt
Sprites/Map_1-1/goomba.txt
Sprites/Map_1-1/leaf.txt
Sprites/Map_1-1/firevenustrap.txt
Sprites/Map_1-1/fireball.txt
Sprites/Map_1-1/koopa.txt
Sprites/Map_1-1/specialbrick.txt
Sprites/Map_1-1/button.txt
Sprites/Map_1-1/card.txt
Sprites/Map_1-1/effect.txt
Sprites/hud.txt

#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

########Background Tile
6	80	384	11000
6	144	281	11001
6	184	408	11002
6	284	376	11003		
6	508	393	11004	
6	524	337	11005
6	696	392	11002
6	744	392	11002
6	344	268	11006
6	664	284	11006
6	760	316	11007
6	912	368	11008
6	1056	392	11009
6	1204	408	11002
6	1188	286	11006
6	1752	408	11002
6	1688	296	11007
6	1920	392	11010
6	2344	300	11006
6	2416	352	11011
6	2648	208	11012
6	1356	368	11013
6	1347	164	11014
6	2188	344	11015

#Background White Flower (sky)
6	120	40	11021
6	312	88	11021
6	344	40	11021
6	376	72	11021
6	600	56	11021
6	760	24	11021
6	760	56	11021
6	1112	120	11021
6	1272	56	11021
6	1368	40	11021
6	1400	152	11021
6	1456	104	11021
6	1496	88	11021
6	1616	40	11021
6	1688	72	11021
6	2232	88	11021
6	2392	8	11021
6	2424	152	11021
6	2456	8	11021

#Background Star (sky)
6	232	72	11022
6	296	88	11022
6	616	56	11022
6	680	24	11022
6	800	24	11022
6	1192	136	11022
6	1504	72	11022
6	1504	104	11022
6	1960	24	11022

#Background Mushroom (sky)
6	264	40	11023
6	264	72	11023
6	840	40	11023
6	968	72	11023
6	1224	136	11023
6	1728	72	11023
6	1864	88	11023
6	1928	24	11023
6	1928	152	11023
6	2120	120	11023


#Hidden Zone
6	2136	656	11999
6	2136	672	11999
6	2136	688	11999
6	2152	656	11999
6	2152	672	11999
6	2152	688	11999
6	2168	656	11999
6	2168	672	11999
6	2168	688	11999
6	2184	656	11999
6	2184	672	11999
6	2184	688	11999
6	2200	656	11999
6	2200	672	11999
6	2200	688	11999
6	2216	656	11999
6	2216	672	11999
6	2216	688	11999
6	2232	656	11999
6	2232	672	11999
6	2232	688	11999
6	2248	656	11999
6	2248	672	11999
6	2248	688	11999
6	2264	656	11999
6	2264	672	11999
6	2264	688	11999
6	2280	656	11999
6	2280	672	11999
6	2280	688	11999
6	2296	656	11999
6	2296	672	11999
6	2296	688	11999
6	2312	656	11999
6	2312	672	11999
6	2312	688	11999
6	2104	672	11999
6	2104	688	11999
6	2104	704	11999
6	2104	720	11999
6	2104	736	11999
6	2104	752	11999
6	2104	768	11999
6	2104	784	11999
6	2120	672	11999
6	2120	688	11999
6	2120	704	11999
6	2120	720	11999
6	2120	736	11999
6	2120	752	11999
6	2120	768	11999
6	2120	784	11999
6	2136	704	11999
6	2136	720	11999
6	2136	736	11999
6	2136	752	11999
6	2136	768	11999
6	2136	784	11999
6	2152	704	11999
6	2152	720	11999
6	2152	736	11999
6	2152	752	11999
6	2152	768	11999
6	2152	784	11999
6	2168	704	11999
6	2168	720	11999
6	2168	736	11999
6	2168	752	11999
6	2168	768	11999
6	2168	784	11999
6	2184	704	11999
6	2184	720	11999
6	2184	736	11999
6	2184	752	11999
6	2184	768	11999
6	2184	784	11999
6	2200	704	11999
6	2200	720	11999
6	2200	736	11999
6	2200	752	11999
6	2200	768	11999
6	2200	784	11999
6	2216	704	11999
6	2216	720	11999
6	2216	736	11999
6	2216	752	11999
6	2216	768	11999
6	2216	784	11999
6	2232	704	11999
6	2232	720	11999
6	2232	736	11999
6	2232	752	11999
6	2232	768	11999
6	2248	704	11999
6	2248	720	11999
6	2248	736	11999
6	2248	752	11999
6	2264	704	11999
6	2264	720	11999
6	2264	736	11999
6	2280	704	11999
6	2280	720	11999
6	2280	736	11999
6	2296	704	11999
6	2328	672	11999
6	2328	688	11999
6	2344	672	11999
6	2344	688	11999




#####Platform

#OPEN ZONE
5 	8	424	16	16	39	51000	52000	53000
5 	632	424	16	16	29	51001	52001	53001
5	632	408	16	16	29	51000	52000	53000
5	1160	424	16	16	22	51000	52000	53000
5	1544	424	16	16	5	51000	52000	53000
5	1672	424	16	16	36	51000	52000	53000
5	2264	424	16	16	70	51000	52000	53000

5	1512	344	16	16	2	51002	51002	51002
5	1608	376	16	16	1	51002	51002	51002
5	1672	376	16	16	1	51002	51002	51002
5	1592	392	16	16	2	51002	51002	51002
5	1672	392	16	16	2	51002	51002	51002
5	1576	408	16	16	3	51002	51002	51002
5	1672	408	16	16	3	51002	51002	51002

5	2264	312	16	16	2	51002	51002	51002
5	2264	376	16	16	2	51002	51002	51002

#Hidden Zone
5	1976	640	16	16	8	51003	51003	51003
5	1976	656	16	16	8	51003	51003	51003
5	1976	672	16	16	8	51003	51003	51003
5	1976	688	16	16	8	51003	51003	51003
5	1976	704	16	16	8	51003	51003	51003
5	1976	720	16	16	8	51003	51003	51003
5	1976	736	16	16	8	51003	51003	51003
5	1976	752	16	16	8	51003	51003	51003
5	1976	768	16	16	8	51003	51003	51003
5	1976	784	16	16	8	51003	51003	51003
5	1976	800	16	16	33	51003	51003	51003
5	1976	816	16	16	33	51003	51003	51003

5	2136	640	16	16	12	51003	51003	51003

5	2360	640	16	16	8	51003	51003	51003
5	2360	656	16	16	8	51003	51003	51003
5	2360	672	16	16	8	51003	51003	51003
5	2360	688	16	16	8	51003	51003	51003
5	2312	704	16	16	11	51003	51003	51003
5	2296	720	16	16	12	51003	51003	51003
5	2280	736	16	16	13	51003	51003	51003
5	2264	752	16	16	14	51003	51003	51003
5	2248	768	16	16	15	51003	51003	51003
5	2232	784	16	16	16	51003	51003	51003


#Special Platform
9	248	375	16	16	3	50000	50000	50000
9	280	343	16	16	3	50000	50000	50000
9	408	376	16	16	5	50000	50000	50000
9	472	344	16	16	4	50000	50000	50000
9	520	312	16	16	4	50000	50000	50000
9	520	392	16	16	6	50000	50000	50000

9	1272	392	16	16	7	50000	50000	50000
9	1304	360	16	16	7	50000	50000	50000
9	1336	328	16	16	7	50000	50000	50000
9	1320	152	16	16	4	50000	50000	50000
9	2144	376	16	16	3	50000	50000	50000
9	2184	280	16	16	3	50000	50000	50000

9	1416	200	16	16	4	50001	50001	50001
9	1496	188	16	16	13	50001	50001	50001

#QUESTION_BRICK
8	182	360	1
8	198	360	1
8	232	312	1
8	248	312	2
8	422	328	1
8	664	392	2
8	712	360	1
8	1480	376	2

#SPECIAL_BRICK
13	1448	136	1

13	1960	408	0
13	1976	408	0
13	1992	408	0
13	2008	408	0
13	2024	408	0
13	2040	408	0
13	2056	408	0

13	1976	392	0
13	1992	392	0
13	2008	392	0
13	2024	392	0
13	2040	392	0
13	2104	392	0
13	2104	408	0
13	2120	408	0

13	1992	376	0
13	2008	376	0
13	2024	376	0

13	2040	376	2

# MARIO
0	20	400

#COIN
4	1080	328
4	1112	296
4	1144	264
4	1176	232
4	1208	200

4	1336	88
4	1352	88
4	1368	88

4	1480	120
4	1496	120

4	1544	136
4	1560	136
4	1576	136
4	1592	136

4	1624	120
4	1640	120
4	1656	120
4	1672	120

4	1704	152
4	1744	120
4	1776	136
4	1824	104
4	1848	136

4	2184	688
4	2200	672
4	2216	672
4	2232	688
4	2232	704
4	2200	720
4	2216	720
4	2232	736
4	2232	752
4	2200	768
4	2216	768
4	2184	752	

#BRICK

#KOOPA
3	600	360	1	1
3	2104	370	1	1
3	1480	392	2	1
3	1424	240	2	2
3	1392	256	2	2
3	1360	272	2	2


#BLOCK KOOPA
15	2084	376
15	2124	376



#GOOMBA
2	232	400	1
2	522	400	1
2	822	384	1
2	872	384	1
2	952	384	2		



#FIRE VENUS TRAP
11	368	388	1
11	1872	381	2
11	1808	397	3

#PIPE
7	360	408	12002
7	360	392	12002
7	360	378	12000
7	376	408	12003
7	376	392	12003
7	376	378	12001

7	1800	392	12000
7	1816	392	12001
7	1800	408	12002
7	1816	408	12003

7	1864	376	12000
7	1880	376	12001
7	1864	392	12002
7	1880	392	12003
7	1864	408	12002
7	1880	408	12003

7	2264	120	12000	1	2112	648
7	2264	136	12002
7	2264	152	12002
7	2264	168	12002
7	2264	184	12002
7	2264	200	12002
7	2264	216	12002
7	2264	232	12002
7	2264	248	12002
7	2264	264	12002
7	2264	280	12002
7	2264	296	12002
7	2264	392	12002
7	2264	408	12002

7	2280	120	12001	1	2112	648
7	2280	136	12003
7	2280	152	12003
7	2280	168	12003
7	2280	184	12003
7	2280	200	12003
7	2280	216	12003
7	2280	232	12003
7	2280	248	12003
7	2280	264	12003
7	2280	280	12003
7	2280	296	12003
7	2280	392	12003
7	2280	408	12003


7	2328	392	12000
7	2344	392	12001
7	2328	408	12002
7	2344	408	12003

#Hidden Zone
7	2104	656	12100
7	2120	656	12101
7	2104	640	12102
7	2120	640	12103

7	2328	656	12100	1	2336	400
7	2344	656	12101	1	2336	400
7	2328	640	12102
7	2344	640	12103


#Card
20	2696	344

#Portal 



