# list of object assets to load in this scene
[ASSETS]
Sprites\Map_1-1\mario.txt
Sprites\WorldMap\mario.txt
Sprites\WorldMap\landscape.txt
Sprites\WorldMap\node.txt
Sprites\WorldMap\path.txt

#
[OBJECTS]



####LANDSCAPE

#GRASS
25	8	8	25100
25	24	8	25100
25	40	8	25100
25	8	24	25100
25	24	24	25100
25	40	24	25100
25	8	56	25100
25	24	56	25100
25	40	56	25100
25	8	72	25100
25	24	72	25100
25	40	72	25100
25	8	88	25100
25	72	24	25100
25	72	40	25100
25	72	56	25100
25	88	24	25100
25	88	40	25100
25	88	56	25100
25	104	24	25100
25	104	40	25100
25	104	56	25100
25	88	88	25100
25	104	88	25100
25	120	88	25100
25	136	24	25100
25	152	24	25100
25	168	24	25100
25	216	8	25100
25	216	24	25100
25	216	40	25100
25	216	56	25100
25	216	72	25100
25	216	88	25100
25	216	104	25100
25	216	120	25100
25	216	136	25100
25	136	72	25100
25	152	72	25100
25	200	8	25100
25	200	24	25100
25	200	40	25100
25	200	56	25100
25	136	56	25100
25	152	56	25100
25	168	56	25100
25	184	56	25100


#ROCK
25	40	104	26100
25	24	120	26100
25	40	120	26100
25	24	136	26100
25	40	136	26100
25	72	104	26100
25	72	120	26100
25	88	120	26100


#WATER
25	136	88	27100
25	152	88	27101
25	168	88	27102
25	168	72	27100
25	184	72	27101
25	200	72	27103
25	200	88	27104
25	200	104	27104
25	200	120	27104
25	200	136	27106
25	184	136	27101
25	168	136	27101
25	152	136	27101
25	136	136	27105
25	136	120	27104



####PATH
35	8	40	35000
35	40	40	35000
35	56	24	35001
35	72	8	35000
35	104	8	35000
35	136	8	35000
35	168	8	35000
35	120	24	35001
35	184	24	35001
35	136	40	35000
35	168	40	35000
35	120	56	35001
35	104	72	35000
35	72	72	35000
35	56	88	35001
35	56	120	35001
35	72	136	35000
35	104	136	35000
35	120	120	35001
35	104	104	35000
35	136	104	36000
35	168	104	35000

####NODE

#START
40	24	40	40000

#PLAY STAGE
40	56	8	49001	1
40	120	8	49002	1
40	152	8	49003	1
40	152	40	49004	1
40	56	136	49005	1
40	120	136	49006	1

#PATH NODE
40	56	40	41000
40	88	8	41001
40	184	8	41001
40	120	40	41002
40	56	72	41002
40	56	104	41002
40	88	136	41001
40	120	104	41001
40	152	104	41001

#OTHER
40	184	40	42000
40	88	104	42000
40	88	72	43000
40	56	56	44000
40	184	104	45000
40	184	88	45001
40	120	72	46000



#MARIO
0	24	40
